id,mammal_id,spcrecid,kingdom,phylum,class,order_team,family,genus,species,authority,infraspecific_rank,infraspecific_name,infraspecific_authority,stock_subpopulation,synonyms,common_names_eng,common_names_fre,common_names_spa,red_list_status_id,red_list_criteria,red_list_criteria_version,year_assessed,population_trend,petitioned,mass,guild,wpi_include
14182,,32266,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Copsychus,malabaricus,"(Scopoli, 1788)",,,,,,White-rumped Shama,,,8,,,,,,,,
14183,,6643,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Copsychus,luzoniensis,"(Kittlitz, 1832)",,,,,,White-browed Shama,,,8,,,,,,,,
14184,,6644,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Copsychus,niger,"(Sharpe, 1877)",,,,,,White-vented Shama,,,8,,,,,,,,
14185,,6645,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Copsychus,cebuensis,"(Steere, 1890)",,,,,,Black Shama,,,4,,,,,,,,
14186,,6646,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Trichixos,pyrropygus,"Lesson, 1839",,,,,Trichixos pyrropyga (10);,Rufous-tailed Shama,,,9,,,,,,,,
14187,,6647,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Saxicoloides,fulicatus,"(Linnaeus, 1766)",,,,,Saxicoloides fulicata (10);,Indian Robin,,,8,,,,,,,,
14188,,6648,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Phoenicurus,alaschanicus,"(Przewalski, 1876)",,,,,,Ala Shan Redstart,,,9,,,,,,,,
14189,,6649,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Phoenicurus,erythronotus,"(Eversmann, 1841)",,,,,Phoenicurus erythronota (10);,Rufous-backed Redstart,,,8,,,,,,,,
14190,,6650,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Phoenicurus,caeruleocephala,"Vigors, 1831",,,,,Phoenicurus caeruleocephalus (10);,Blue-capped Redstart,,,8,,,,,,,,
14191,,6651,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Phoenicurus,ochruros,"(Gmelin, 1774)",,,,,,Black Redstart,,,8,,,,,,,,
14192,,6652,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Phoenicurus,phoenicurus,"(Linnaeus, 1758)",,,,,,Common Redstart,,,8,,,,,,,,
14193,,6653,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Phoenicurus,hodgsoni,"(Moore, 1854)",,,,,,Hodgson's Redstart,,,8,,,,,,,,
14194,,6654,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Phoenicurus,schisticeps,"(Gray, 1846)",,,,,,White-throated Redstart,,,8,,,,,,,,
14195,,6655,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Phoenicurus,auroreus,"(Pallas, 1776)",,,,,,Daurian Redstart,,,8,,,,,,,,
14196,,6656,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Phoenicurus,moussieri,"(Olphe-Galliard, 1852)",,,,,,Moussier's Redstart,,,8,,,,,,,,
14197,,6657,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Phoenicurus,erythrogastrus,"(Güldenstädt, 1775)",,,,,Phoenicurus erythrogaster (6); Phoenicurus erythrogaster (10);,White-winged Redstart,,,8,,,,,,,,
14198,,6658,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Phoenicurus,frontalis,"Vigors, 1832",,,,,,Blue-fronted Redstart,,,8,,,,,,,,
14199,,6662,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Hodgsonius,phaenicuroides,"(Gray, 1846)",,,,,,White-bellied Redstart,,,8,,,,,,,,
14200,,6660,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Rhyacornis,fuliginosa,"Vigors, 1831",,,,,Rhyacornis fuliginosus (10);,Plumbeous Water-redstart,,,8,,,,,,,,
14201,,6661,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Rhyacornis,bicolor,"(Ogilvie-Grant, 1894)",,,,,,Luzon Water-redstart,,,5,,,,,,,,
14202,,6659,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Chaimarrornis,leucocephalus,"(Vigors, 1831)",,,,,,White-capped Water-redstart,,,8,,,,,,,,
14206,,6663,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Cinclidium,leucurum,"(Hodgson, 1845)",,,,,,White-tailed Robin,,,8,,,,,,,,
14207,,6664,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Cinclidium,diana,"(Lesson, 1834)",,,,,,Sunda Robin,,,8,,,,,,,,
14208,,6665,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Cinclidium,frontale,"Blyth, 1842",,,,,,Blue-fronted Robin,,,8,,,,,,,,
14209,,6666,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Grandala,coelicolor,"Hodgson, 1843",,,,,,Grandala,,,8,,,,,,,,
14210,,6667,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Enicurus,scouleri,"Vigors, 1832",,,,,,Little Forktail,,,8,,,,,,,,
14211,,6668,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Enicurus,velatus,"Temminck, 1822",,,,,,Sunda Forktail,,,8,,,,,,,,
14212,,6669,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Enicurus,ruficapillus,"Temminck, 1823",,,,,,Chestnut-naped Forktail,,,9,,,,,,,,
14213,,6670,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Enicurus,immaculatus,"(Hodgson, 1836)",,,,,,Black-backed Forktail,,,8,,,,,,,,
14214,,6671,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Enicurus,schistaceus,"(Hodgson, 1836)",,,,,,Slaty-backed Forktail,,,8,,,,,,,,
14215,,6672,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Enicurus,leschenaulti,"(Vieillot, 1818)",,,,,,White-crowned Forktail,,,8,,,,,,,,
14217,,6673,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Enicurus,maculatus,"Vigors, 1831",,,,,,Spotted Forktail,,,8,,,,,,,,
14218,,6678,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Saxicola,rubetra,"(Linnaeus, 1758)",,,,,,Whinchat,,,8,,,,,,,,
14219,,6679,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Saxicola,macrorhynchus,"(Stoliczka, 1872)",,,,,Saxicola macrorhyncha (10);,White-browed Bushchat,,,5,,,,,,,,
14220,,6680,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Saxicola,insignis,"Gray, 1846",,,,,,White-throated Bushchat,,,5,,,,,,,,
14221,,6681,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Saxicola,dacotiae,"(Meade-Waldo, 1889)",,,,,,Fuerteventura Stonechat,,,9,,,,,,,,
14222,,6682,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Saxicola,torquatus,"(Linnaeus, 1766)",,,,,Saxicola torquata (6); Saxicola torquata (7); Saxicola torquata (10);,Common Stonechat,,,8,,,,,,,,
14227,,6683,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Saxicola,tectes,"(Gmelin, 1789)",,,,,,Reunion Stonechat,,,8,,,,,,,,
14228,,6684,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Saxicola,leucurus,"(Blyth, 1847)",,,,,Saxicola leucura (10);,White-tailed Stonechat,,,8,,,,,,,,
14229,,6685,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Saxicola,caprata,"(Linnaeus, 1766)",,,,,,Pied Bushchat,,,8,,,,,,,,
14230,,6686,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Saxicola,jerdoni,"(Blyth, 1867)",,,,,,Jerdon's Bushchat,,,8,,,,,,,,
14231,,6687,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Saxicola,ferreus,"Gray, 1846",,,,,Saxicola ferrea (10);,Grey Bushchat,,,8,,,,,,,,
14232,,6688,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Saxicola,gutturalis,"(Vieillot, 1818)",,,,,,White-bellied Bushchat,,,9,,,,,,,,
14233,,6689,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Oenanthe,bifasciata,"(Temminck, 1829)",,,,,Saxicola bifasciata (10);,Buff-streaked Chat,,,8,,,,,,,,
14234,,6690,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Oenanthe,leucopyga,"(Brehm, 1855)",,,,,,White-tailed Wheatear,,,8,,,,,,,,
14235,,6691,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Oenanthe,monacha,"(Temminck, 1825)",,,,,,Hooded Wheatear,,,8,,,,,,,,
14236,,6692,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Oenanthe,albonigra,"(Hume, 1872)",,,,,Oenanthe alboniger (6); Oenanthe alboniger (10);,Hume's Wheatear,,,8,,,,,,,,
14237,,6693,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Oenanthe,leucura,"(Gmelin, 1789)",,,,,,Black Wheatear,,,8,,,,,,,,
14238,,6694,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Oenanthe,monticola,"Vieillot, 1818",,,,,,Mountain Wheatear,,,8,,,,,,,,
14239,,6695,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Oenanthe,phillipsi,"(Shelley, 1885)",,,,,,Somali Wheatear,,,8,,,,,,,,
14240,,6696,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Oenanthe,oenanthe,"(Linnaeus, 1758)",,,,,,Northern Wheatear,,,8,,,,,,,,
14242,,6697,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Oenanthe,lugens,"(Lichtenstein, 1823)",,,,,,Mourning Wheatear,,,8,,,,,,,,
14243,,6698,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Oenanthe,lugentoides,"(Seebohm, 1881)",,,,,,Arabian Wheatear,,,8,,,,,,,,
14244,,6700,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Oenanthe,finschii,"(Heuglin, 1869)",,,,,,Finsch's Wheatear,,,8,,,,,,,,
14245,,6701,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Oenanthe,picata,"(Blyth, 1847)",,,,,,Variable Wheatear,,,8,,,,,,,,
14246,,6702,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Oenanthe,moesta,"(Lichtenstein, 1823)",,,,,,Red-rumped Wheatear,,,8,,,,,,,,
14247,,6703,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Oenanthe,hispanica,"(Linnaeus, 1758)",,,,,,Black-eared Wheatear,,,8,,,,,,,,
14249,,6704,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Oenanthe,pleschanka,"(Lepechin, 1770)",,,,,,Pied Wheatear,,,8,,,,,,,,
14250,,6705,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Oenanthe,cypriaca,"(Homeyer, 1884)",,,,,,Cyprus Wheatear,,,8,,,,,,,,
14251,,32475,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Oenanthe,xanthoprymna,"(Hemprich & Ehrenberg, 1833)",,,,,,Kurdish Wheatear,,,8,,,,,,,,
14253,,6707,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Oenanthe,deserti,"(Temminck, 1825)",,,,,,Desert Wheatear,,,8,,,,,,,,
14254,,6708,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Oenanthe,pileata,"(Gmelin, 1789)",,,,,,Capped Wheatear,,,8,,,,,,,,
14255,,6709,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Oenanthe,isabellina,"(Temminck, 1829)",,,,,,Isabelline Wheatear,,,8,,,,,,,,
14257,,31220,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Oenanthe,bottae,"(Bonaparte, 1854)",,,,,,Botta's Wheatear,,,8,,,,,,,,
14258,,6712,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Cercomela,sinuata,"(Sundevall, 1858)",,,,,,Sicklewing Chat,,,8,,,,,,,,
14259,,6713,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Cercomela,schlegelii,"(Wahlberg, 1855)",,,,,,Karoo Chat,,,8,,,,,,,,
14260,,6714,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Cercomela,tractrac,"(Wilkes, 1817)",,,,,,Tractrac Chat,,,8,,,,,,,,
14261,,6715,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Cercomela,familiaris,"(Wilkes, 1817)",,,,,,Familiar Chat,,,8,,,,,,,,
14262,,6716,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Cercomela,scotocerca,"(Heuglin, 1869)",,,,,,Brown-tailed Chat,,,8,,,,,,,,
14263,,6717,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Cercomela,fusca,"(Blyth, 1851)",,,,,,Indian Chat,,,8,,,,,,,,
14264,,6718,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Cercomela,dubia,"(Blundell & Lovat, 1899)",,,,,,Sombre Chat,,,7,,,,,,,,
14265,,6719,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Cercomela,melanura,"(Temminck, 1824)",,,,,,Blackstart,,,8,,,,,,,,
14266,,6720,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Cercomela,sordida,"(Rüppell, 1837)",,,,,,Moorland Chat,,,8,,,,,,,,
14267,,6721,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Myrmecocichla,tholloni,"(Oustalet, 1886)",,,,,,Congo Moor-chat,,,8,,,,,,,,
14268,,6722,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Myrmecocichla,aethiops,"Cabanis, 1850",,,,,,Northern Anteater-chat,,,8,,,,,,,,
14269,,6723,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Myrmecocichla,formicivora,"(Vieillot, 1818)",,,,,,Southern Anteater-chat,,,8,,,,,,,,
14270,,6724,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Myrmecocichla,nigra,"(Vieillot, 1818)",,,,,,Sooty Chat,,,8,,,,,,,,
14271,,6725,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Myrmecocichla,melaena,"(Rüppell, 1837)",,,,,,Rueppell's Chat,,,8,,,,,,,,
14272,,6726,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Myrmecocichla,albifrons,"(Rüppell, 1837)",,,,,,White-fronted Black-chat,,,8,,,,,,,,
14273,,6727,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Myrmecocichla,arnoti,"(Tristram, 1869)",,,,,Myrmecocichla arnotti (10);,White-headed Black-chat,,,8,,,,,,,,
14278,,6731,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Pinarornis,plumosus,"Sharpe, 1876",,,,,,Boulder Chat,,,8,,,,,,,,
14280,,31209,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Monticola,erythronotus,"(Lavauden, 1929)",,,,,,Amber Mountain Rock-thrush,,,4,,,,,,,,
14282,,6284,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Monticola,imerinus,"(Hartlaub, 1860)",,,,,Pseudocossyphus imerinus (10);,Littoral Rock-thrush,,,8,,,,,,,,
14283,,6285,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Monticola,rupestris,"(Vieillot, 1818)",,,,,,Cape Rock-thrush,,,8,,,,,,,,
14284,,6286,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Monticola,explorator,"(Vieillot, 1818)",,,,,,Sentinel Rock-thrush,,,8,,,,,,,,
14286,,6287,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Monticola,brevipes,"(Waterhouse, 1838)",,,,,,Short-toed Rock-thrush,,,8,,,,,,,,
14287,,6289,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Monticola,angolensis,"Sousa, 1888",,,,,,Miombo Rock-thrush,,,8,,,,,,,,
14288,,6290,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Monticola,saxatilis,"(Linnaeus, 1766)",,,,,,Rufous-tailed Rock-thrush,,,8,,,,,,,,
14289,,6291,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Monticola,rufocinereus,"(Rüppell, 1837)",,,,,,Little Rock-thrush,,,8,,,,,,,,
14290,,6292,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Monticola,cinclorhynchus,"(Vigors, 1832)",,,,,,Blue-capped Rock-thrush,,,8,,,,,,,,
14291,,6293,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Monticola,gularis,"(Swinhoe, 1863)",,,,,,White-throated Rock-thrush,,,8,,,,,,,,
14292,,6294,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Monticola,rufiventris,"(Jardine & Selby, 1833)",,,,,,Chestnut-bellied Rock-thrush,,,8,,,,,,,,
14293,,6295,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Monticola,solitarius,"(Linnaeus, 1758)",,,,,,Blue Rock-thrush,,,8,,,,,,,,
14294,,6472,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Fraseria,ocreata,"(Strickland, 1844)",,,,,,African Forest Flycatcher,,,8,,,,,,,,
14295,,6473,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Fraseria,cinerascens,"Hartlaub, 1857",,,,,,White-browed Forest Flycatcher,,,8,,,,,,,,
14297,,6468,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Melaenornis,edolioides,"(Swainson, 1837)",,,,,,Northern Black Flycatcher,,,8,,,,,,,,
14298,,6469,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Melaenornis,pammelaina,"(Stanley, 1814)",,,,,,Southern Black Flycatcher,,,8,,,,,,,,
14299,,6470,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Melaenornis,ardesiacus,"Berlioz, 1936",,,,,,Yellow-eyed Black Flycatcher,,,8,,,,,,,,
14300,,6471,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Melaenornis,annamarulae,"Forbes-Watson, 1970",,,,,,Nimba Flycatcher,,,5,,,,,,,,
14301,,6460,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Bradornis,pallidus,"(von Müller, 1851)",,,,,,Pale Flycatcher,,,8,,,,,,,,
14302,,6461,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Bradornis,infuscatus,"(Smith, 1839)",,,,,,Chat Flycatcher,,,8,,,,,,,,
14303,,6462,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Bradornis,mariquensis,"Smith, 1847",,,,,,Marico Flycatcher,,,8,,,,,,,,
14305,,6464,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Bradornis,microrhynchus,"(Reichenow, 1887)",,,,,,African Grey Flycatcher,,,8,,,,,,,,
14306,,6465,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Dioptrornis,chocolatinus,"(Rüppell, 1840)",,,,,,Abyssinian Slaty Flycatcher,,,8,,,,,,,,
14307,,6466,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Dioptrornis,fischeri,"Reichenow, 1884",,,,,,White-eyed Slaty Flycatcher,,,8,,,,,,,,
14308,,6467,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Dioptrornis,brunneus,"Cabanis, 1886",,,,,,Angola Slaty Flycatcher,,,8,,,,,,,,
14309,,6474,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Sigelus,silens,"(Shaw, 1809)",,,,,,Fiscal Flycatcher,,,8,,,,,,,,
14310,,6459,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Empidornis,semipartitus,"(Rüppell, 1840)",,,,,,Silverbird,,,8,,,,,,,,
14311,,6475,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Rhinomyias,additus,"(Hartert, 1900)",,,,,Rhinomyias addita (10);,Streaky-breasted Jungle-flycatcher,,,9,,,,,,,,
14312,,6476,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Rhinomyias,oscillans,"(Hartert, 1897)",,,,,,Russet-backed Jungle-flycatcher,,,8,,,,,,,,
14313,,6477,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Rhinomyias,brunneatus,"(Slater, 1897)",,,,,Rhinomyias brunneata (10);,Brown-chested Jungle-flycatcher,,,5,,,,,,,,
14314,,6478,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Rhinomyias,olivaceus,"(Hume, 1877)",,,,,Rhinomyias olivacea (10);,Fulvous-chested Jungle-flycatcher,,,8,,,,,,,,
14315,,6479,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Rhinomyias,umbratilis,"(Strickland, 1849)",,,,,,Grey-chested Jungle-flycatcher,,,9,,,,,,,,
14316,,6480,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Rhinomyias,ruficauda,"(Sharpe, 1877)",,,,,,Rufous-tailed Jungle-flycatcher,,,8,,,,,,,,
14276,,6728,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Thamnolaea,cinnamomeiventris,"(Lafresnaye, 1836)",,,,,,Mocking Cliff-chat,,,8,,,,,,,,
14317,,6481,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Rhinomyias,colonus,"Hartert, 1898",,,,,,Henna-tailed Jungle-flycatcher,,,9,,,,,,,,
14318,,6482,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Rhinomyias,gularis,"Sharpe, 1888",,,,,,Eyebrowed Jungle-flycatcher,,,8,,,,,,,,
14319,,6483,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Rhinomyias,insignis,"Ogilvie-Grant, 1895",,,,,,White-browed Jungle-flycatcher,,,5,,,,,,,,
14320,,6484,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Rhinomyias,albigularis,"Bourne & Worcester, 1894",,,,,,White-throated Jungle-flycatcher,,,4,,,,,,,,
14321,,6485,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Rhinomyias,goodfellowi,"Ogilvie-Grant, 1905",,,,,,Slaty-backed Jungle-flycatcher,,,9,,,,,,,,
14322,,6486,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Muscicapa,striata,"(Pallas, 1764)",,,,,,Spotted Flycatcher,,,8,,,,,,,,
14323,,6487,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Muscicapa,gambagae,"(Alexander, 1901)",,,,,,Gambaga Flycatcher,,,8,,,,,,,,
14324,,6488,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Muscicapa,griseisticta,"(Swinhoe, 1861)",,,,,,Grey-streaked Flycatcher,,,8,,,,,,,,
14325,,6489,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Muscicapa,sibirica,"Gmelin, 1789",,,,,,Dark-sided Flycatcher,,,8,,,,,,,,
14326,,6490,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Muscicapa,dauurica,"Pallas, 1811",,,,,,Asian Brown Flycatcher,,,8,,,,,,,,
14328,,6491,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Muscicapa,randi,"Amadon & duPont, 1970",,,,,,Ashy-breasted Flycatcher,,,5,,,,,,,,
14329,,6492,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Muscicapa,segregata,"(Siebers, 1928)",,,,,,Sumba Brown Flycatcher,,,9,,,,,,,,
14330,,6493,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Muscicapa,ruficauda,"Swainson, 1838",,,,,,Rusty-tailed Flycatcher,,,8,,,,,,,,
14331,,6494,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Muscicapa,muttui,"(Layard, 1854)",,,,,,Brown-breasted Flycatcher,,,8,,,,,,,,
14332,,6495,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Muscicapa,ferruginea,"(Hodgson, 1845)",,,,,,Ferruginous Flycatcher,,,8,,,,,,,,
14333,,6496,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Muscicapa,ussheri,"(Sharpe, 1871)",,,,,,Ussher's Flycatcher,,,8,,,,,,,,
14334,,6497,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Muscicapa,infuscata,"(Cassin, 1855)",,,,,,Sooty Flycatcher,,,8,,,,,,,,
14335,,6498,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Muscicapa,boehmi,"(Reichenow, 1884)",,,,,,Boehm's Flycatcher,,,8,,,,,,,,
14336,,6499,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Muscicapa,aquatica,"Heuglin, 1864",,,,,,Swamp Flycatcher,,,8,,,,,,,,
